TradingDay,OrderLocalID,OrderSysID,FrontID,SessionID,OrderRef,InvestorID,BusinessUnitID,MarketID,ShareholderID,AccountID,CurrencyID,ExchangeID,SecurityID,OrderPriceType,TimeCondition,VolumeCondition,MinVolume,Direction,Price,VolumeTotalOriginal,VolumeTraded,VolumeCanceled,OrderSysStatus,OrderStatus,OrderSubmitStatus,ExchErrorMsg,ErrorID,BranchID,PbuID,OperatorID,InsertDate,InsertTime,CancelTime,ActiveTraderID,ActiveUserID,UserProductInfo,OuterIPAddress,MacAddress,RequestID,CombOffsetFlag,CombHedgeFlag,TradingCodeClass,TransfereePbuID,IsSystemCreated,UserForceClose,LotType,ForceCloseReason,TerminalInfo,HDSerial,BInfo,SInfo,IInfo,InsertMillisec,Operway,DepartmentID,ProperCtrlBusinessType,ProperCtrlPassFlag,CondCheck,RecordNumber,IsCacheOrder,Turnover,ExchVolume,MeasureIndex,RtnFloatInfo,RtnIntInfo,Mobile,InnerIPAddress,OrderType,TraderOfferID,GTDate
20200511,H100000053,12002H100000053,1,963248156,75,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,002925,2,3,1,0,1,52.1800000000@d7a3703d0a174a40,200,200,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,10436.0000000000@000000000062c440,200,91,737438.6508947301@f612424d3d812641,1000,,220.89.121.27,0,1,0620
20200511,H100000054,12002H100000054,1,963248156,76,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300620,2,3,1,0,1,36.6600000000@14ae47e17a544240,200,200,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,7333.0000000000@0000000000a5bc40,200,92,305081.6346602300@105fe489e69e1241,1600,,220.89.121.27,0,1,0617
20200511,H100000055,12002H100000055,1,963248156,77,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300617,2,3,1,0,1,28.0000000000@0000000000003c40,400,0,400,4,5,3,,0,H1,397377,398000012303,20200511,09:30:02,09:30:12,397377,398000012303,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,0.0000000000@0000000000000000,400,93,752229.6702754304@5a572e57cbf42641,1500,,220.89.121.27,0,1,
20200511,H100000056,12002H100000056,1,963248156,78,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300034,2,3,1,0,1,17.2200000000@b81e85eb51383140,600,600,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,10332.0000000000@00000000002ec440,600,94,234745.6488359300@5fe4d030cda70c41,3500,,220.89.121.27,0,1,2890
20200511,H100000057,12002H100000057,1,963248156,79,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,002890,2,3,1,0,1,35.8800000000@713d0ad7a3f04140,600,600,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,21528.0000000000@000000000006d540,600,95,727002.6508947301@f612424db52f2641,2000,,220.89.121.27,0,1,
20200511,H100000058,12002H100000058,1,963248156,80,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300177,2,3,1,0,1,8.7700000000@0ad7a3703d8a2140,1500,1500,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,13155.0000000000@0000000080b1c940,1500,96,247900.6488359300@5fe4d030e5420e41,5400,,220.89.121.27,0,1,0304
20200511,H100000059,12002H100000059,1,963248156,81,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300304,2,3,1,0,1,3.8500000000@cdcccccccccc0e40,2400,2400,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,9240.0000000000@00000000000cc240,2400,97,485119.3846602301@115fe489fd9b1d41,15100,,220.89.121.27,0,1,0020
20200511,H100000060,12002H100000060,1,963248156,82,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300020,2,3,1,0,1,10.2700000000@0ad7a3703d8a2440,900,900,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,9243.0000000000@00000000800dc240,900,98,257143.6488359300@5fe4d030bd630f41,5800,,220.89.121.27,0,1,2093
20200511,H100000061,12002H100000061,1,963248156,83,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,002093,2,3,1,0,1,9.2400000000@7b14ae47e17a2240,1000,1000,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,9250.0000000000@000000000011c240,1000,99,280847.6359489300@4132368b3e241141,6200,,220.89.121.27,0,1,0708
20200511,H100000062,12002H100000062,1,963248156,84,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,000708,2,3,1,0,1,16.0600000000@8fc2f5285c0f3040,2220,2220,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:02,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,35653.2000000000@66666666a668e140,2220,100,385103.4846602301@77c54af03d811741,2200,,220.89.121.27,0,1,0356
